,name,price,mileage,dealer_name,carURL
213,Used 2021 RAM 1500 Rebel,"53,771","9,042 miles",Modesto Toyota (3.4 mi. away),https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=652664540&allListingType=all-cars&city=Modesto&state=CA&zip=95355&location=&searchRadius=50&marketExtension=include&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=10&dma=&referrer=%2Fcars-for-sale%2Fall-cars%2Fmodesto-ca-95355%3Fdma%3D%26searchRadius%3D50%26location%3D%26marketExtension%3Dinclude%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D10&clickType=listing
214,Certified 2022 Chevrolet Silverado 2500 High Country,"77,599","4,832 miles",American Chevrolet (3.5 mi. away),https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=663624316&allListingType=all-cars&city=Modesto&state=CA&zip=95355&location=&searchRadius=50&marketExtension=include&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=11&dma=&referrer=%2Fcars-for-sale%2Fall-cars%2Fmodesto-ca-95355%3Fdma%3D%26searchRadius%3D50%26location%3D%26marketExtension%3Dinclude%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D11&clickType=listing
215,Used 2013 Toyota Sienna XLE,"20,911","81,203 miles",Modesto Toyota (3.4 mi. away),https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=663604434&allListingType=all-cars&city=Modesto&state=CA&zip=95355&location=&searchRadius=50&marketExtension=include&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=11&dma=&referrer=%2Fcars-for-sale%2Fall-cars%2Fmodesto-ca-95355%3Fdma%3D%26searchRadius%3D50%26location%3D%26marketExtension%3Dinclude%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D11&clickType=listing
216,Used 2018 Audi A6 2.0T Premium,"30,917","25,844 miles",Modesto Toyota (3.4 mi. away),https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=652664523&allListingType=all-cars&city=Modesto&state=CA&zip=95355&location=&searchRadius=50&marketExtension=include&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=11&dma=&referrer=%2Fcars-for-sale%2Fall-cars%2Fmodesto-ca-95355%3Fdma%3D%26searchRadius%3D50%26location%3D%26marketExtension%3Dinclude%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D11&clickType=listing
217,Used 2017 Lexus RX 350 FWD,"30,970","47,539 miles",Modesto Toyota (3.4 mi. away),https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=648064111&allListingType=all-cars&city=Modesto&state=CA&zip=95355&location=&searchRadius=50&marketExtension=include&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=11&dma=&referrer=%2Fcars-for-sale%2Fall-cars%2Fmodesto-ca-95355%3Fdma%3D%26searchRadius%3D50%26location%3D%26marketExtension%3Dinclude%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D11&clickType=listing
218,Used 2021 Subaru Forester Limited,"33,911","8,048 miles",Modesto Toyota (3.4 mi. away),https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=644199217&allListingType=all-cars&city=Modesto&state=CA&zip=95355&location=&searchRadius=50&marketExtension=include&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=11&dma=&referrer=%2Fcars-for-sale%2Fall-cars%2Fmodesto-ca-95355%3Fdma%3D%26searchRadius%3D50%26location%3D%26marketExtension%3Dinclude%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D11&clickType=listing
219,Used 2019 Lexus IS 300,"34,737","18,307 miles",Modesto Toyota (3.4 mi. away),https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=655315644&allListingType=all-cars&city=Modesto&state=CA&zip=95355&location=&searchRadius=50&marketExtension=include&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=11&dma=&referrer=%2Fcars-for-sale%2Fall-cars%2Fmodesto-ca-95355%3Fdma%3D%26searchRadius%3D50%26location%3D%26marketExtension%3Dinclude%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D11&clickType=listing
220,Used 2017 INFINITI Q60 3.0t,"35,777","16,647 miles",Modesto Toyota (3.4 mi. away),https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=642353901&allListingType=all-cars&city=Modesto&state=CA&zip=95355&location=&searchRadius=50&marketExtension=include&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=11&dma=&referrer=%2Fcars-for-sale%2Fall-cars%2Fmodesto-ca-95355%3Fdma%3D%26searchRadius%3D50%26location%3D%26marketExtension%3Dinclude%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D11&clickType=listing
221,Used 2021 Tesla Model 3 Standard Range Plus,"48,980","5,542 miles",Modesto Toyota (3.4 mi. away),https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=661669716&allListingType=all-cars&city=Modesto&state=CA&zip=95355&location=&searchRadius=50&marketExtension=include&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=11&dma=&referrer=%2Fcars-for-sale%2Fall-cars%2Fmodesto-ca-95355%3Fdma%3D%26searchRadius%3D50%26location%3D%26marketExtension%3Dinclude%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D11&clickType=listing
222,Used 2016 Tesla Model S 75,"52,780","44,831 miles",Modesto Toyota (3.4 mi. away),https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=657573867&allListingType=all-cars&city=Modesto&state=CA&zip=95355&location=&searchRadius=50&marketExtension=include&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=11&dma=&referrer=%2Fcars-for-sale%2Fall-cars%2Fmodesto-ca-95355%3Fdma%3D%26searchRadius%3D50%26location%3D%26marketExtension%3Dinclude%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D11&clickType=listing
223,Used 2021 RAM 1500 Rebel,"53,771","9,042 miles",Modesto Toyota (3.4 mi. away),https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=652664540&allListingType=all-cars&city=Modesto&state=CA&zip=95355&location=&searchRadius=50&marketExtension=include&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=11&dma=&referrer=%2Fcars-for-sale%2Fall-cars%2Fmodesto-ca-95355%3Fdma%3D%26searchRadius%3D50%26location%3D%26marketExtension%3Dinclude%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D11&clickType=listing
224,Used 2021 Lexus LC 500 Coupe,"93,777","6,266 miles",Modesto Toyota (3.4 mi. away),https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=651995574&allListingType=all-cars&city=Modesto&state=CA&zip=95355&location=&searchRadius=50&marketExtension=include&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=11&dma=&referrer=%2Fcars-for-sale%2Fall-cars%2Fmodesto-ca-95355%3Fdma%3D%26searchRadius%3D50%26location%3D%26marketExtension%3Dinclude%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D11&clickType=listing
225,Used 2022 Volkswagen Taos SE,"28,649","4,917 miles",Central Valley Volkswagen (3.4 mi. away),https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=663742465&allListingType=all-cars&city=Modesto&state=CA&zip=95355&location=&searchRadius=50&marketExtension=include&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=11&dma=&referrer=%2Fcars-for-sale%2Fall-cars%2Fmodesto-ca-95355%3Fdma%3D%26searchRadius%3D50%26location%3D%26marketExtension%3Dinclude%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D11&clickType=listing
226,Used 2013 Lexus IS 250,"18,988","71,829 miles",Valley Lexus (3.5 mi. away),https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=664038870&allListingType=all-cars&city=Modesto&state=CA&zip=95355&location=&searchRadius=50&marketExtension=include&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=11&dma=&referrer=%2Fcars-for-sale%2Fall-cars%2Fmodesto-ca-95355%3Fdma%3D%26searchRadius%3D50%26location%3D%26marketExtension%3Dinclude%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D11&clickType=listing
227,Certified 2016 Lexus IS 200t,"27,888","48,343 miles",Valley Lexus (3.5 mi. away),https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=663541814&allListingType=all-cars&city=Modesto&state=CA&zip=95355&location=&searchRadius=50&marketExtension=include&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=11&dma=&referrer=%2Fcars-for-sale%2Fall-cars%2Fmodesto-ca-95355%3Fdma%3D%26searchRadius%3D50%26location%3D%26marketExtension%3Dinclude%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D11&clickType=listing
228,Used 2020 Lexus NX 300h AWD,"43,988","14,698 miles",Valley Lexus (3.5 mi. away),https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=663778959&allListingType=all-cars&city=Modesto&state=CA&zip=95355&location=&searchRadius=50&marketExtension=include&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=11&dma=&referrer=%2Fcars-for-sale%2Fall-cars%2Fmodesto-ca-95355%3Fdma%3D%26searchRadius%3D50%26location%3D%26marketExtension%3Dinclude%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D11&clickType=listing
229,Used 2021 BMW X1 xDrive28i,"34,782","13,997 miles",Valley BMW (3.5 mi. away),https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=663339566&allListingType=all-cars&city=Modesto&state=CA&zip=95355&location=&searchRadius=50&marketExtension=include&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=11&dma=&referrer=%2Fcars-for-sale%2Fall-cars%2Fmodesto-ca-95355%3Fdma%3D%26searchRadius%3D50%26location%3D%26marketExtension%3Dinclude%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D11&clickType=listing
230,Used 2019 Nissan Sentra SV,"21,914","12,649 miles",Modesto Toyota (3.4 mi. away),https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=652664529&allListingType=all-cars&city=Modesto&state=CA&zip=95355&location=&searchRadius=50&marketExtension=include&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=11&dma=&referrer=%2Fcars-for-sale%2Fall-cars%2Fmodesto-ca-95355%3Fdma%3D%26searchRadius%3D50%26location%3D%26marketExtension%3Dinclude%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D11&clickType=listing
231,Used 2017 Lexus ES 350,"26,780","55,647 miles",Modesto Toyota (3.4 mi. away),https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=658197196&allListingType=all-cars&city=Modesto&state=CA&zip=95355&location=&searchRadius=50&marketExtension=include&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=11&dma=&referrer=%2Fcars-for-sale%2Fall-cars%2Fmodesto-ca-95355%3Fdma%3D%26searchRadius%3D50%26location%3D%26marketExtension%3Dinclude%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D11&clickType=listing
232,Used 2018 Audi Q5 2.0T Premium Plus,"28,995","51,838 miles",Modesto Toyota (3.4 mi. away),https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=663892536&allListingType=all-cars&city=Modesto&state=CA&zip=95355&location=&searchRadius=50&marketExtension=include&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=11&dma=&referrer=%2Fcars-for-sale%2Fall-cars%2Fmodesto-ca-95355%3Fdma%3D%26searchRadius%3D50%26location%3D%26marketExtension%3Dinclude%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D11&clickType=listing
233,Used 2015 Ford Mustang GT Premium,"34,990","10,889 miles",Modesto Toyota (3.4 mi. away),https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=657573869&allListingType=all-cars&city=Modesto&state=CA&zip=95355&location=&searchRadius=50&marketExtension=include&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=11&dma=&referrer=%2Fcars-for-sale%2Fall-cars%2Fmodesto-ca-95355%3Fdma%3D%26searchRadius%3D50%26location%3D%26marketExtension%3Dinclude%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D11&clickType=listing
234,Used 2020 Lexus IS 300 F Sport,"35,711","21,458 miles",Modesto Toyota (3.4 mi. away),https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=653776834&allListingType=all-cars&city=Modesto&state=CA&zip=95355&location=&searchRadius=50&marketExtension=include&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=11&dma=&referrer=%2Fcars-for-sale%2Fall-cars%2Fmodesto-ca-95355%3Fdma%3D%26searchRadius%3D50%26location%3D%26marketExtension%3Dinclude%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D11&clickType=listing
235,Used 2022 Honda CR-V EX-L,"35,988","11,347 miles",Modesto Toyota (3.4 mi. away),https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=660593196&allListingType=all-cars&city=Modesto&state=CA&zip=95355&location=&searchRadius=50&marketExtension=include&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=11&dma=&referrer=%2Fcars-for-sale%2Fall-cars%2Fmodesto-ca-95355%3Fdma%3D%26searchRadius%3D50%26location%3D%26marketExtension%3Dinclude%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D11&clickType=listing
236,Certified 2019 Toyota RAV4 Adventure,"35,990","36,698 miles",Modesto Toyota (3.4 mi. away),https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=657573885&allListingType=all-cars&city=Modesto&state=CA&zip=95355&location=&searchRadius=50&marketExtension=include&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=11&dma=&referrer=%2Fcars-for-sale%2Fall-cars%2Fmodesto-ca-95355%3Fdma%3D%26searchRadius%3D50%26location%3D%26marketExtension%3Dinclude%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D11&clickType=listing
237,Certified 2020 Toyota RAV4 Limited,"40,995","12,602 miles",Modesto Toyota (3.4 mi. away),https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=662614378&allListingType=all-cars&city=Modesto&state=CA&zip=95355&location=&searchRadius=50&marketExtension=include&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=11&dma=&referrer=%2Fcars-for-sale%2Fall-cars%2Fmodesto-ca-95355%3Fdma%3D%26searchRadius%3D50%26location%3D%26marketExtension%3Dinclude%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D11&clickType=listing
238,Certified 2022 Toyota Highlander XLE,"42,955",289 miles,Modesto Toyota (3.4 mi. away),https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=662782878&allListingType=all-cars&city=Modesto&state=CA&zip=95355&location=&searchRadius=50&marketExtension=include&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=11&dma=&referrer=%2Fcars-for-sale%2Fall-cars%2Fmodesto-ca-95355%3Fdma%3D%26searchRadius%3D50%26location%3D%26marketExtension%3Dinclude%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D11&clickType=listing
